n_tokens,n_sents,avg_sent_len,avg_word_len,ttr,punct_ratio,excl_per_1k,quest_per_1k,quotes_per_1k,pos_ratio_noun,pos_ratio_verb,pos_ratio_adj,pos_ratio_adv,pos_ratio_propn,pos_ratio_pron,fk_grade,author,title,split
256,7,36.57142857142857,4.202830188679245,0.5990566037735849,0.15625,0.0,0.0,31.25,0.12890625,0.17578125,0.05859375,0.06640625,0.02734375,0.1171875,11.610094339622645,Jane Austen,Emma,train
273,11,24.818181818181817,4.415178571428571,0.6116071428571429,0.1794871794871795,3.663003663003663,18.315018315018314,21.978021978021978,0.12087912087912088,0.21611721611721613,0.04395604395604396,0.05860805860805861,0.003663003663003663,0.16117216117216118,9.778247044435386,Jane Austen,Sense and Sensibility,train
277,14,19.785714285714285,4.390134529147982,0.6412556053811659,0.18772563176895307,3.6101083032490973,0.0,32.49097472924188,0.10469314079422383,0.16606498194945848,0.061371841155234655,0.06859205776173286,0.05054151624548736,0.10108303249097472,8.072579185520361,Jane Austen,Pride and Prejudice,train
277,13,21.307692307692307,4.629955947136564,0.6255506607929515,0.17328519855595667,0.0,14.440433212996389,28.880866425992778,0.11552346570397112,0.20938628158844766,0.061371841155234655,0.07942238267148015,0.032490974729241874,0.1263537906137184,8.508968253968256,Jane Austen,Sense and Sensibility,train
292,6,48.666666666666664,4.323076923076923,0.573076923076923,0.10616438356164383,0.0,0.0,3.4246575342465753,0.1952054794520548,0.2054794520547945,0.06164383561643835,0.017123287671232876,0.003424657534246575,0.09246575342465753,17.462170542635665,Mark Twain,A Connecticut Yankee in King Arthur's Court,train
256,9,28.444444444444443,4.533333333333333,0.5555555555555556,0.09765625,0.0,0.0,0.0,0.16015625,0.2109375,0.0390625,0.0546875,0.04296875,0.07421875,8.959923580786025,Jane Austen,Pride and Prejudice,train
297,12,24.75,4.356846473029045,0.6473029045643154,0.18181818181818182,6.734006734006734,0.0,10.1010101010101,0.10101010101010101,0.19528619528619529,0.05387205387205387,0.06397306397306397,0.03367003367003367,0.13468013468013468,9.270833333333336,Jane Austen,Sense and Sensibility,train
288,14,20.571428571428573,4.176706827309237,0.6144578313253012,0.125,10.416666666666666,3.4722222222222223,6.944444444444445,0.15625,0.17708333333333334,0.052083333333333336,0.052083333333333336,0.020833333333333332,0.13541666666666666,7.174541021227771,Mark Twain,A Connecticut Yankee in King Arthur's Court,train
287,10,28.7,4.08203125,0.609375,0.10452961672473868,0.0,0.0,3.484320557491289,0.16376306620209058,0.18815331010452963,0.04529616724738676,0.06620209059233449,0.0,0.10104529616724739,10.227988142292492,Mark Twain,A Connecticut Yankee in King Arthur's Court,train
291,16,18.1875,4.458515283842795,0.6375545851528385,0.18900343642611683,10.309278350515465,0.0,48.10996563573883,0.13058419243986255,0.16494845360824742,0.06529209621993128,0.054982817869415807,0.06529209621993128,0.10309278350515463,7.028594913948112,Jane Austen,Pride and Prejudice,train
266,10,26.6,4.482142857142857,0.65625,0.13533834586466165,0.0,0.0,18.796992481203006,0.16165413533834586,0.15413533834586465,0.07518796992481203,0.05263157894736842,0.05263157894736842,0.10902255639097744,10.463053811659197,Mark Twain,A Connecticut Yankee in King Arthur's Court,train
290,19,15.263157894736842,4.227678571428571,0.5714285714285714,0.22758620689655173,3.4482758620689653,13.793103448275861,72.41379310344827,0.09310344827586207,0.1482758620689655,0.04482758620689655,0.06896551724137931,0.05862068965517241,0.15862068965517243,6.333146487294471,Jane Austen,Sense and Sensibility,train
300,15,20.0,4.06198347107438,0.5578512396694215,0.18333333333333332,13.333333333333334,3.3333333333333335,50.0,0.16,0.15666666666666668,0.043333333333333335,0.03666666666666667,0.01,0.10333333333333333,7.325790273556233,Mark Twain,A Connecticut Yankee in King Arthur's Court,train
